Port Name,State,Port Code,Border,Date,Container,Nos People,Location
Sault Sainte Marie,Michigan,3803,US-Canada Border,4/1/18 0:00,Train Passengers,62,POINT (-84.29889 46.47028)
Lukeville,Arizona,2602,US-Mexico Border,4/1/18 0:00,Buses,38,POINT (-112.81500000000001 31.8825)
Sault Sainte Marie,Michigan,3803,US-Canada Border,4/1/18 0:00,Trucks,3542,POINT (-84.29889 46.47028)
Derby Line,Vermont,209,US-Canada Border,4/1/18 0:00,Bus Passengers,4659,POINT (-72.09944 45.005)
Champlain-Rouses Point,New York,712,US-Canada Border,4/1/18 0:00,Pedestrians,195,POINT (-73.44694 44.98639)
Calexico East,California,2507,US-Mexico Border,4/1/18 0:00,Rail Containers Empty,787,POINT (-115.48433000000001 32.67524)
Pinecreek,Minnesota,3425,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,506,POINT (-95.81074 48.77518)
Frontier,Washington,3020,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,5699,POINT (-117.78134000000001 48.910160000000005)
Lynden,Washington,3023,US-Canada Border,4/1/18 0:00,Truck Containers Full,548,POINT (-122.44316000000002 48.94802)
Nogales,Arizona,2604,US-Mexico Border,4/1/18 0:00,Trucks,36856,POINT (-110.93361 31.340279999999996)
Beecher Falls,Vermont,206,US-Canada Border,4/1/18 0:00,Truck Containers Empty,683,POINT (-71.49664 45.00808)
Limestone,Maine,118,US-Canada Border,4/1/18 0:00,Trucks,46,POINT (-67.82708 46.90941)
Norton,Vermont,211,US-Canada Border,4/1/18 0:00,Pedestrians,1,POINT (-71.79528000000002 45.01)
Roosville,Montana,3318,US-Canada Border,4/1/18 0:00,Truck Containers Full,483,POINT (-115.04512000000001 48.88171)
Portal,North Dakota,3403,US-Canada Border,4/1/18 0:00,Train Passengers,480,POINT (-102.54917 48.99583)
El Paso,Texas,2402,US-Mexico Border,4/1/18 0:00,Pedestrians,607398,POINT (-106.48639 31.758610000000004)
Porthill,Idaho,3308,US-Canada Border,4/1/18 0:00,Bus Passengers,90,POINT (-116.49828 48.99282)
Sarles,North Dakota,3409,US-Canada Border,4/1/18 0:00,Personal Vehicles,287,POINT (-98.99457 48.941050000000004)
Carbury,North Dakota,3421,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,1654,POINT (-100.68648 48.90957)
Dunseith,North Dakota,3422,US-Canada Border,4/1/18 0:00,Buses,4,POINT (-100.05863 48.81369)
Bridgewater,Maine,127,US-Canada Border,4/1/18 0:00,Truck Containers Full,104,POINT (-67.84262 46.41923)
Douglas,Arizona,2601,US-Mexico Border,4/1/18 0:00,Personal Vehicles,150162,POINT (-109.54472 31.344439999999995)
Naco,Arizona,2603,US-Mexico Border,4/1/18 0:00,Trucks,262,POINT (-109.9475 31.335280000000004)
Eagle Pass,Texas,2303,US-Mexico Border,4/1/18 0:00,Personal Vehicle Passengers,509503,POINT (-100.49917 28.70889)
Pembina,North Dakota,3401,US-Canada Border,4/1/18 0:00,Truck Containers Empty,2621,POINT (-97.24333 48.96639)
Northgate,North Dakota,3406,US-Canada Border,4/1/18 0:00,Train Passengers,13,POINT (-102.39634 48.89848)
Calexico East,California,2507,US-Mexico Border,4/1/18 0:00,Buses,220,POINT (-115.48433000000001 32.67524)
Nogales,Arizona,2604,US-Mexico Border,4/1/18 0:00,Truck Containers Full,32354,POINT (-110.93361 31.340279999999996)
Rio Grande City,Texas,2307,US-Mexico Border,4/1/18 0:00,Pedestrians,2446,POINT (-98.82 26.37944)
Trout River,New York,715,US-Canada Border,4/1/18 0:00,Trucks,1145,POINT (-73.44253 44.990010000000005)
Walhalla,North Dakota,3407,US-Canada Border,4/1/18 0:00,Trucks,487,POINT (-97.91778 48.92333)
Laredo,Texas,2304,US-Mexico Border,4/1/18 0:00,Buses,3411,POINT (-99.50722 27.50611)
Morgan,Montana,3319,US-Canada Border,4/1/18 0:00,Personal Vehicles,343,POINT (-107.85719 48.78541)
Baudette,Minnesota,3424,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,19940,POINT (-94.72512 48.70731)
El Paso,Texas,2402,US-Mexico Border,4/1/18 0:00,Bus Passengers,17564,POINT (-106.48639 31.758610000000004)
Bridgewater,Maine,127,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,5756,POINT (-67.84262 46.41923)
Eagle Pass,Texas,2303,US-Mexico Border,4/1/18 0:00,Trucks,14767,POINT (-100.49917 28.70889)
Hidalgo,Texas,2305,US-Mexico Border,4/1/18 0:00,Bus Passengers,22246,POINT (-98.26278 26.1)
Sumas,Washington,3009,US-Canada Border,4/1/18 0:00,Truck Containers Full,11493,POINT (-122.26361 49.00028)
Northgate,North Dakota,3406,US-Canada Border,4/1/18 0:00,Personal Vehicles,944,POINT (-102.39634 48.89848)
Skagway,Alaska,3103,US-Canada Border,4/1/18 0:00,Pedestrians,7,POINT (-135.30656 59.47196999999999)
Norton,Vermont,211,US-Canada Border,4/1/18 0:00,Rail Containers Empty,143,POINT (-71.79528000000002 45.01)
Boundary,Washington,3015,US-Canada Border,4/1/18 0:00,Trains,26,POINT (-117.89655000000002 48.54648)
San Ysidro,California,2504,US-Mexico Border,4/1/18 0:00,Bus Passengers,4865,POINT (-117.02666999999998 32.54306)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,4/1/18 0:00,Rail Containers Empty,146,POINT (-73.10583 44.979440000000004)
Nogales,Arizona,2604,US-Mexico Border,4/1/18 0:00,Bus Passengers,15337,POINT (-110.93361 31.340279999999996)
Danville,Washington,3012,US-Canada Border,4/1/18 0:00,Trucks,72,POINT (-118.50309000000001 48.99617)
San Ysidro,California,2504,US-Mexico Border,4/1/18 0:00,Pedestrians,744610,POINT (-117.02666999999998 32.54306)
Alcan,Alaska,3104,US-Canada Border,4/1/18 0:00,Bus Passengers,9,POINT (-142.98928 63.33693)
Portal,North Dakota,3403,US-Canada Border,4/1/18 0:00,Pedestrians,150,POINT (-102.54917 48.99583)
Sault Sainte Marie,Michigan,3803,US-Canada Border,4/1/18 0:00,Rail Containers Empty,1565,POINT (-84.29889 46.47028)
Sweetgrass,Montana,3310,US-Canada Border,4/1/18 0:00,Pedestrians,234,POINT (-111.95972 48.99611000000001)
Frontier,Washington,3020,US-Canada Border,4/1/18 0:00,Trucks,1775,POINT (-117.78134000000001 48.910160000000005)
Scobey,Montana,3309,US-Canada Border,4/1/18 0:00,Truck Containers Full,63,POINT (-105.44272 48.80707)
Alexandria Bay,New York,708,US-Canada Border,4/1/18 0:00,Buses,120,POINT (-75.91806 44.33583)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,4/1/18 0:00,Trucks,8396,POINT (-73.10583 44.979440000000004)
Alcan,Alaska,3104,US-Canada Border,4/1/18 0:00,Truck Containers Full,81,POINT (-142.98928 63.33693)
Roosville,Montana,3318,US-Canada Border,4/1/18 0:00,Trucks,899,POINT (-115.04512000000001 48.88171)
Massena,New York,704,US-Canada Border,4/1/18 0:00,Truck Containers Empty,624,POINT (-74.74 44.98944)
Noonan,North Dakota,3420,US-Canada Border,4/1/18 0:00,Trucks,181,POINT (-103.00333 48.88232)
Friday Harbor,Washington,3014,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,451,POINT (-123.01415 48.53231)
Baudette,Minnesota,3424,US-Canada Border,4/1/18 0:00,Personal Vehicles,12029,POINT (-94.72512 48.70731)
Whitlash,Montana,3321,US-Canada Border,4/1/18 0:00,Truck Containers Empty,2,POINT (-111.24900000000001 48.90372)
Hidalgo,Texas,2305,US-Mexico Border,4/1/18 0:00,Pedestrians,175673,POINT (-98.26278 26.1)
Raymond,Montana,3301,US-Canada Border,4/1/18 0:00,Truck Containers Empty,228,POINT (-104.575 48.99667)
Lukeville,Arizona,2602,US-Mexico Border,4/1/18 0:00,Truck Containers Full,18,POINT (-112.81500000000001 31.8825)
Vanceboro,Maine,105,US-Canada Border,4/1/18 0:00,Truck Containers Empty,33,POINT (-67.42955 45.55984)
Otay Mesa,California,2506,US-Mexico Border,4/1/18 0:00,Personal Vehicles,690849,POINT (-117.05333 32.57333)
International Falls-Ranier,Minnesota,3604,US-Canada Border,4/1/18 0:00,Pedestrians,712,POINT (-93.41083 48.60111)
Madawaska,Maine,109,US-Canada Border,4/1/18 0:00,Pedestrians,60,POINT (-68.3271 47.35446)
Fortuna,North Dakota,3417,US-Canada Border,4/1/18 0:00,Truck Containers Empty,41,POINT (-103.77906 48.91086)
International Falls-Ranier,Minnesota,3604,US-Canada Border,4/1/18 0:00,Buses,9,POINT (-93.41083 48.60111)
Fortuna,North Dakota,3417,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,1291,POINT (-103.77906 48.91086)
Trout River,New York,715,US-Canada Border,4/1/18 0:00,Rail Containers Empty,696,POINT (-73.44253 44.990010000000005)
Fort Kent,Maine,110,US-Canada Border,4/1/18 0:00,Trucks,1060,POINT (-68.58458 47.26878)
Laurier,Washington,3016,US-Canada Border,4/1/18 0:00,Rail Containers Full,281,POINT (-118.22302 48.99892)
Carbury,North Dakota,3421,US-Canada Border,4/1/18 0:00,Truck Containers Empty,10,POINT (-100.68648 48.90957)
Brownsville,Texas,2301,US-Mexico Border,4/1/18 0:00,Personal Vehicle Passengers,857662,POINT (-97.49722 25.90139)
Naco,Arizona,2603,US-Mexico Border,4/1/18 0:00,Truck Containers Empty,132,POINT (-109.9475 31.335280000000004)
Grand Portage,Minnesota,3613,US-Canada Border,4/1/18 0:00,Trucks,950,POINT (-89.68472000000001 47.96389)
Derby Line,Vermont,209,US-Canada Border,4/1/18 0:00,Truck Containers Full,6936,POINT (-72.09944 45.005)
Dalton Cache,Alaska,3106,US-Canada Border,4/1/18 0:00,Truck Containers Full,13,POINT (-135.40995 59.10606000000001)
Lancaster,Minnesota,3430,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,3157,POINT (-96.82024 48.84911000000001)
Champlain-Rouses Point,New York,712,US-Canada Border,4/1/18 0:00,Rail Containers Full,4066,POINT (-73.44694 44.98639)
Port Huron,Michigan,3802,US-Canada Border,4/1/18 0:00,Rail Containers Empty,14120,POINT (-82.47889 42.97583)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,4/1/18 0:00,Train Passengers,60,POINT (-73.10583 44.979440000000004)
Opheim,Montana,3317,US-Canada Border,4/1/18 0:00,Trucks,19,POINT (-106.40265 48.85574)
Roma,Texas,2310,US-Mexico Border,4/1/18 0:00,Bus Passengers,595,POINT (-99.01833 26.40361)
Boundary,Washington,3015,US-Canada Border,4/1/18 0:00,Rail Containers Empty,574,POINT (-117.89655000000002 48.54648)
Northgate,North Dakota,3406,US-Canada Border,4/1/18 0:00,Truck Containers Full,422,POINT (-102.39634 48.89848)
Hansboro,North Dakota,3415,US-Canada Border,4/1/18 0:00,Truck Containers Full,1,POINT (-99.38250000000001 48.95)
Massena,New York,704,US-Canada Border,4/1/18 0:00,Pedestrians,16,POINT (-74.74 44.98944)
Jackman,Maine,104,US-Canada Border,4/1/18 0:00,Rail Containers Empty,1143,POINT (-70.255 45.62389)
Rio Grande City,Texas,2307,US-Mexico Border,4/1/18 0:00,Truck Containers Empty,903,POINT (-98.82 26.37944)
Grand Portage,Minnesota,3613,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,29249,POINT (-89.68472000000001 47.96389)
Eastport,Maine,103,US-Canada Border,4/1/18 0:00,Trucks,175,POINT (-66.99387 44.90357)
Massena,New York,704,US-Canada Border,4/1/18 0:00,Buses,300,POINT (-74.74 44.98944)
Dalton Cache,Alaska,3106,US-Canada Border,4/1/18 0:00,Trucks,107,POINT (-135.40995 59.10606000000001)
Calais,Maine,115,US-Canada Border,4/1/18 0:00,Rail Containers Empty,97,POINT (-67.27917 45.18889)
Roma,Texas,2310,US-Mexico Border,4/1/18 0:00,Personal Vehicles,68352,POINT (-99.01833 26.40361)
Carbury,North Dakota,3421,US-Canada Border,4/1/18 0:00,Personal Vehicles,828,POINT (-100.68648 48.90957)
Brownsville,Texas,2301,US-Mexico Border,4/1/18 0:00,Personal Vehicles,408662,POINT (-97.49722 25.90139)
Champlain-Rouses Point,New York,712,US-Canada Border,4/1/18 0:00,Bus Passengers,28115,POINT (-73.44694 44.98639)
Nogales,Arizona,2604,US-Mexico Border,4/1/18 0:00,Personal Vehicles,298714,POINT (-110.93361 31.340279999999996)
Vanceboro,Maine,105,US-Canada Border,4/1/18 0:00,Trucks,34,POINT (-67.42955 45.55984)
Sumas,Washington,3009,US-Canada Border,4/1/18 0:00,Trains,18,POINT (-122.26361 49.00028)
Wildhorse,Montana,3323,US-Canada Border,4/1/18 0:00,Trucks,79,POINT (-109.67761 48.54863)
Eastport,Idaho,3302,US-Canada Border,4/1/18 0:00,Truck Containers Full,4247,POINT (-116.18027999999998 48.99944)
Norton,Vermont,211,US-Canada Border,4/1/18 0:00,Truck Containers Empty,299,POINT (-71.79528000000002 45.01)
Tecate,California,2505,US-Mexico Border,4/1/18 0:00,Trucks,5235,POINT (-116.62667 32.57722)
Oroville,Washington,3019,US-Canada Border,4/1/18 0:00,Buses,9,POINT (-119.43444 48.93917)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,4/1/18 0:00,Bus Passengers,7301,POINT (-73.10583 44.979440000000004)
Roma,Texas,2310,US-Mexico Border,4/1/18 0:00,Pedestrians,20944,POINT (-99.01833 26.40361)
Sweetgrass,Montana,3310,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,25604,POINT (-111.95972 48.99611000000001)
Alexandria Bay,New York,708,US-Canada Border,4/1/18 0:00,Truck Containers Full,16013,POINT (-75.91806 44.33583)
Portal,North Dakota,3403,US-Canada Border,4/1/18 0:00,Truck Containers Full,6627,POINT (-102.54917 48.99583)
Eastport,Idaho,3302,US-Canada Border,4/1/18 0:00,Pedestrians,212,POINT (-116.18027999999998 48.99944)
Norton,Vermont,211,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,2566,POINT (-71.79528000000002 45.01)
Eastport,Idaho,3302,US-Canada Border,4/1/18 0:00,Trains,106,POINT (-116.18027999999998 48.99944)
Neche,North Dakota,3404,US-Canada Border,4/1/18 0:00,Truck Containers Full,55,POINT (-97.55444 48.98611)
Grand Portage,Minnesota,3613,US-Canada Border,4/1/18 0:00,Personal Vehicles,14837,POINT (-89.68472000000001 47.96389)
Metaline Falls,Washington,3025,US-Canada Border,4/1/18 0:00,Truck Containers Full,37,POINT (-117.36037000000002 48.85798)
Neche,North Dakota,3404,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,4518,POINT (-97.55444 48.98611)
Roma,Texas,2310,US-Mexico Border,4/1/18 0:00,Buses,33,POINT (-99.01833 26.40361)
Turner,Montana,3306,US-Canada Border,4/1/18 0:00,Truck Containers Full,21,POINT (-108.40599 48.84361)
Lynden,Washington,3023,US-Canada Border,4/1/18 0:00,Pedestrians,122,POINT (-122.44316000000002 48.94802)
Columbus,New Mexico,2406,US-Mexico Border,4/1/18 0:00,Truck Containers Full,428,POINT (-107.63944 31.827499999999997)
Danville,Washington,3012,US-Canada Border,4/1/18 0:00,Truck Containers Full,3,POINT (-118.50309000000001 48.99617)
Ogdensburg,New York,701,US-Canada Border,4/1/18 0:00,Buses,8,POINT (-75.48167 44.70667)
Otay Mesa,California,2506,US-Mexico Border,4/1/18 0:00,Trucks,81570,POINT (-117.05333 32.57333)
Santa Teresa,New Mexico,2408,US-Mexico Border,4/1/18 0:00,Trucks,9910,POINT (-106.67903 31.850000000000005)
Grand Portage,Minnesota,3613,US-Canada Border,4/1/18 0:00,Bus Passengers,896,POINT (-89.68472000000001 47.96389)
Hannah,North Dakota,3408,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,133,POINT (-98.701 48.97029)
Blaine,Washington,3004,US-Canada Border,4/1/18 0:00,Buses,1182,POINT (-122.74583 48.99389)
Hidalgo,Texas,2305,US-Mexico Border,4/1/18 0:00,Personal Vehicles,362357,POINT (-98.26278 26.1)
Porthill,Idaho,3308,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,17684,POINT (-116.49828 48.99282)
Blaine,Washington,3004,US-Canada Border,4/1/18 0:00,Bus Passengers,20220,POINT (-122.74583 48.99389)
San Ysidro,California,2504,US-Mexico Border,4/1/18 0:00,Personal Vehicles,1222493,POINT (-117.02666999999998 32.54306)
Fort Fairfield,Maine,107,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,12200,POINT (-67.82965 46.76891)
Opheim,Montana,3317,US-Canada Border,4/1/18 0:00,Personal Vehicles,250,POINT (-106.40265 48.85574)
Calais,Maine,115,US-Canada Border,4/1/18 0:00,Personal Vehicles,49297,POINT (-67.27917 45.18889)
Tecate,California,2505,US-Mexico Border,4/1/18 0:00,Truck Containers Empty,2223,POINT (-116.62667 32.57722)
Raymond,Montana,3301,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,3159,POINT (-104.575 48.99667)
Jackman,Maine,104,US-Canada Border,4/1/18 0:00,Truck Containers Empty,3855,POINT (-70.255 45.62389)
Vanceboro,Maine,105,US-Canada Border,4/1/18 0:00,Pedestrians,1,POINT (-67.42955 45.55984)
Richford,Vermont,203,US-Canada Border,4/1/18 0:00,Trains,12,POINT (-72.67832000000001 44.98588)
International Falls-Ranier,Minnesota,3604,US-Canada Border,4/1/18 0:00,Bus Passengers,302,POINT (-93.41083 48.60111)
Roosville,Montana,3318,US-Canada Border,4/1/18 0:00,Pedestrians,7,POINT (-115.04512000000001 48.88171)
Dunseith,North Dakota,3422,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,6384,POINT (-100.05863 48.81369)
Hidalgo,Texas,2305,US-Mexico Border,4/1/18 0:00,Truck Containers Full,40641,POINT (-98.26278 26.1)
Oroville,Washington,3019,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,26319,POINT (-119.43444 48.93917)
Walhalla,North Dakota,3407,US-Canada Border,4/1/18 0:00,Truck Containers Full,107,POINT (-97.91778 48.92333)
Del Rio,Texas,2302,US-Mexico Border,4/1/18 0:00,Pedestrians,17170,POINT (-100.89639 29.3625)
Morgan,Montana,3319,US-Canada Border,4/1/18 0:00,Trucks,34,POINT (-107.85719 48.78541)
Sarles,North Dakota,3409,US-Canada Border,4/1/18 0:00,Truck Containers Full,15,POINT (-98.99457 48.941050000000004)
Alcan,Alaska,3104,US-Canada Border,4/1/18 0:00,Personal Vehicles,2735,POINT (-142.98928 63.33693)
Port Huron,Michigan,3802,US-Canada Border,4/1/18 0:00,Trains,262,POINT (-82.47889 42.97583)
Nogales,Arizona,2604,US-Mexico Border,4/1/18 0:00,Trains,56,POINT (-110.93361 31.340279999999996)
Sarles,North Dakota,3409,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,622,POINT (-98.99457 48.941050000000004)
Port Huron,Michigan,3802,US-Canada Border,4/1/18 0:00,Bus Passengers,4035,POINT (-82.47889 42.97583)
Baudette,Minnesota,3424,US-Canada Border,4/1/18 0:00,Truck Containers Empty,422,POINT (-94.72512 48.70731)
Trout River,New York,715,US-Canada Border,4/1/18 0:00,Trains,54,POINT (-73.44253 44.990010000000005)
Roosville,Montana,3318,US-Canada Border,4/1/18 0:00,Truck Containers Empty,421,POINT (-115.04512000000001 48.88171)
Northgate,North Dakota,3406,US-Canada Border,4/1/18 0:00,Trucks,1578,POINT (-102.39634 48.89848)
Skagway,Alaska,3103,US-Canada Border,4/1/18 0:00,Truck Containers Full,67,POINT (-135.30656 59.47196999999999)
Eagle Pass,Texas,2303,US-Mexico Border,4/1/18 0:00,Truck Containers Full,12316,POINT (-100.49917 28.70889)
Presidio,Texas,2403,US-Mexico Border,4/1/18 0:00,Bus Passengers,183,POINT (-104.37167 29.56056)
Trout River,New York,715,US-Canada Border,4/1/18 0:00,Truck Containers Full,582,POINT (-73.44253 44.990010000000005)
Eagle Pass,Texas,2303,US-Mexico Border,4/1/18 0:00,Truck Containers Empty,2470,POINT (-100.49917 28.70889)
Calais,Maine,115,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,79014,POINT (-67.27917 45.18889)
Houlton,Maine,106,US-Canada Border,4/1/18 0:00,Personal Vehicles,15595,POINT (-67.84083 46.12611)
Hansboro,North Dakota,3415,US-Canada Border,4/1/18 0:00,Truck Containers Empty,4,POINT (-99.38250000000001 48.95)
Nogales,Arizona,2604,US-Mexico Border,4/1/18 0:00,Pedestrians,239417,POINT (-110.93361 31.340279999999996)
Boundary,Washington,3015,US-Canada Border,4/1/18 0:00,Train Passengers,52,POINT (-117.89655000000002 48.54648)
Lynden,Washington,3023,US-Canada Border,4/1/18 0:00,Personal Vehicle Passengers,90670,POINT (-122.44316000000002 48.94802)
El Paso,Texas,2402,US-Mexico Border,4/1/18 0:00,Trucks,67623,POINT (-106.48639 31.758610000000004)
Tecate,California,2505,US-Mexico Border,4/1/18 0:00,Truck Containers Full,3128,POINT (-116.62667 32.57722)
Highgate Springs-Alburg,Vermont,212,US-Canada Border,4/1/18 0:00,Truck Containers Empty,1641,POINT (-73.10583 44.979440000000004)
St. John,North Dakota,3405,US-Canada Border,4/1/18 0:00,Buses,1,POINT (-99.71915 48.94208)
Antler,North Dakota,3413,US-Canada Border,4/1/18 0:00,Truck Containers Empty,34,POINT (-101.28194 48.97083)
Port Angeles,Washington,3007,US-Canada Border,4/1/18 0:00,Buses,10,POINT (-123.43280000000001 48.11365)
Otay Mesa,California,2506,US-Mexico Border,4/1/18 0:00,Buses,2244,POINT (-117.05333 32.57333)
Champlain-Rouses Point,New York,712,US-Canada Border,4/1/18 0:00,Trucks,26392,POINT (-73.44694 44.98639)
Lancaster,Minnesota,3430,US-Canada Border,4/1/18 0:00,Truck Containers Empty,365,POINT (-96.82024 48.84911000000001)
Sumas,Washington,3009,US-Canada Border,4/1/18 0:00,Rail Containers Empty,340,POINT (-122.26361 49.00028)
Presidio,Texas,2403,US-Mexico Border,4/1/18 0:00,Pedestrians,17128,POINT (-104.37167 29.56056)
Portal,North Dakota,3403,US-Canada Border,4/1/18 0:00,Trucks,8143,POINT (-102.54917 48.99583)
Point Roberts,Washington,3017,US-Canada Border,4/1/18 0:00,Trucks,1220,POINT (-123.07994 48.96978)
Pinecreek,Minnesota,3425,US-Canada Border,4/1/18 0:00,Truck Containers Empty,21,POINT (-95.81074 48.77518)
